,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
735,736,beer ipa,27,5,"micro craft beer,diet root beer,super dry beer,lite beer,villager ipa","[277,379,470,960,736]","[7,5,5,5,5]","[77,27,27,27,27]"
736,737,100 wheat flour burrito tortillas,128,3,"100 wheat pita bread,thin sliced 100 wheat bread,wheat tortillas,100 wheat rigatoni,flax oat bran wheat flour tortillas","[566,,58,774,653,737]","[3,3,9,3,3]","[112,128,131,128,128]"
737,738,breeze unsweetened coconut blend,91,16,"fiber blend,california blend,coconut drink,coconut,breeze","[634,670,920,432,738]","[,1,16,16,16,16]","[116,,91,120,,91,,91]"
738,739,gourmet australian style liquorice,45,19,"european style spring,spaghetti style pasta,soft eating mango flavor liquorice,style corn,gourmet dog treats bone","[,33,709,664,302,739]","[,9,19,15,,8,19]","[131,,45,,81,,40,,45]"
739,740,celery heart,123,4,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,740]","[14,,9,17,10,,4]","[121,,,9,101,,18,123]"
740,741,bean threads,66,6,"rice bean snack chips adzuki beans chipotle,jet fuel dark roast bean coffee,simply beyond black bean tortilla chips,nacho white bean chips,four bean feast baby food","[700,180,,32,744,741]","[,7,19,19,18,,6]","[,26,107,107,,92,,66]"
741,742,raw coconut aminos,72,13,"coconut chip energy,coconut drink,nutrition raw pineapple raw protein,coconut,raw","[670,657,920,558,742]","[16,19,16,13,13]","[,91,,,3,120,,88,,72]"
742,743,pepperoni party pizza,79,1,"ristorante pizza spinaci thin crust pizza,pizza for one suprema frozen pizza,lunchmakers pizza pepperoni nestle crunch,thin crust pepperoni pesto pizza,thin crispy crust pepperoni pizza","[,18,885,992,571,743]","[,1,20,,1,,1,,1]","[79,13,79,79,79]"
743,744,four bean feast baby food,92,18,"peeled baby carrots,pear and baby breakfast,bean threads,fancy feast trout feast flaked wet cat food,starting solids carrots baby food","[493,741,,26,509,744]","[18,,6,,8,18,18]","[92,66,41,92,92]"
744,745,complete funfetti buttermilk pancake waffle,130,14,"beef strips portabella complete meals,light and fluffy pancake,sweet buttermilk powder,pancake buttermilk,shake n pour buttermilk pancake","[565,395,,68,994,745]","[14,13,14,14,14]","[130,,17,130,130,130]"
745,746,honeydew hawaiian shampoo,22,11,"tree replenishing shampoo,biotin collagen shampoo,lasting color shampoo,daily moisture shampoo,shampoo baby shampoo","[523,,55,498,956,746]","[11,11,11,18,11]","[,22,,22,,22,102,,22]"
746,747,xylitol sweetener,17,13,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,747]","[14,,9,17,10,13]","[121,,,9,101,,18,,17]"
747,748,romaine,123,4,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,748]","[14,,9,17,10,,4]","[121,,,9,101,,18,123]"
748,749,dark 68 cacao,45,19,"dark ice topping,dark peanut candy,dark raisins,spread dark,peanut cacao quinoa clusters","[901,435,451,164,749]","[19,19,13,19,19]","[45,50,88,,3,45]"
749,750,marble cake slice,8,3,"flourless truffle cake,fudge layer cake,frozen all pound cake,6 carrot cake,pound cake cake","[,12,358,218,362,750]","[,1,,1,,3,13,,3]","[119,119,,,8,105,,,8]"
750,751,clean day countertop spray,114,17,"clean freak refreshing dry shampoo,disinfectant spray cherry blossom pomegranate scent,disinfectant spray crisp linen scent,original no stick cooking spray,rescue remedy spray","[328,938,826,203,751]","[17,17,13,11,17]","[101,114,,19,,11,114]"
751,752,tomatillos tomatoes,30,6,"eco pac kamut puffs cereal,creamline wild,mild diced tomatoes green chilis,100 diced tomatoes,diced tomatoes","[339,993,405,890,752]","[16,15,15,15,,6]","[120,,81,,81,,81,,30]"
752,753,toffee bits,17,13,"lemon gingersnap,chilpotles adobo,kombucha,autumn vegetable turkey dinner lil' bits purees dinner,alpha bits multigrain cereal","[330,335,,64,238,753]","[,6,,7,18,14,13]","[,30,,31,,92,121,,17]"
753,754,hydro silk women's sensitive skin refill blades,55,11,"sensitive shave gel aloe,embrace sensitive women's 5 blade disposable razors,1000 roses floral toner for sensitive skin,satin care sensitive skin shave gel,clear natural laundry detergent for sensitive skin","[564,547,632,204,754]","[11,11,11,17,11]","[,55,109,,55,,75,,55]"
754,755,skim sharp cheddar singles,21,16,"shredded mild cheddar,cheddar curds,cheddar chex,extra sharp cheddar,sharp cheddar","[641,955,169,121,755]","[16,19,16,16,16]","[,21,125,,21,,21,,21]"
755,756,malt vinegar sea salt kettle cooked potato chips,107,19,"salt seasoning,fingerling potato,rice vinegar,town house sea salt olive oil flatbread crisps,blue corn sea salt tortilla chips","[882,,95,683,212,756]","[,4,,6,19,19,19]","[,83,,66,,78,107,107]"
756,757,premium deli hard salami,96,20,"olli napoli salami,pear hard cider,sliced kosher salami,premium deli oven roasted turkey breast,uncured hard salami","[966,374,,62,611,757]","[,5,20,20,20,20]","[27,96,96,96,96]"
757,758,no sugar added the original fudge pops,37,1,"original turkey,sugar cookies,fudge layer cake,toaster pops strawberry,100 juice no sugar added punch","[576,,12,381,289,758]","[19,,1,,1,,7,,1]","[,61,119,,52,,98,,37]"
758,759,pain reliever and fever reducer cherry infant drops,11,11,"tri vi solâ vitamins a c and d supplement drops for infants,yellow cherry tomato,cherry pie,infant's blend probiotic,day and night multi symptom and severe cold cough pain reliever fever reducer","[494,874,113,361,759]","[,4,,3,11,11,11]","[83,,8,70,11,11]"
759,760,cracker trio selected favorites,78,19,"steamfresh chef's favorites lightly sauced roasted red potatoes green beans,smart ones classic favorites mini rigatoni vodka,cracker crunchers bologna nestle butterfinger lunchmakers,honey maid graham cracker crumbs,sprouted kale cracker","[,,4,947,513,103,760]","[,1,20,13,19,19]","[38,13,17,78,78]"
760,761,tidy cats 4 1 strength cat litter,41,8,"extra strength melatonin adult gummies,awesome strength paper towels,extra strength berry,cat food premium adult cat formula,24 7 performance cat litter","[679,345,848,,54,761]","[17,,7,,8,,8,,8]","[54,64,41,41,41]"
761,762,100 columbian coffee,26,7,"blue bottle coffee frozen,100 diced tomatoes,100 wheat rigatoni,coffee liqueur,iced coffee","[405,774,522,,69,762]","[15,,9,,5,,7,,7]","[,81,131,124,,26,,26]"
762,763,lemonade flavor drink,90,7,"punch juice drink,pink vitamin c 1000 mg pink lemonade drink,coconut drink,peppermint lemonade,liquid drink blackberry lemonade","[408,670,290,385,763]","[11,16,,7,,7,,7]","[47,91,31,90,90]"
763,764,classic microwave popcorn,23,19,"spicy jalapeno ranch popcorn,classic original hummus,healthy pop popcorn,flavor pan popcorn,classic coke","[544,,56,771,649,764]","[20,19,19,,7,19]","[67,23,23,77,23]"
764,765,swaddlers diapers jumbo pack size newborn,56,18,"snack size candy,onezip storage bags quart size value pack,baby dry diapers size 4,overnight diapers size 6,cruisers diapers jumbo pack size 5","[270,879,,15,682,765]","[17,18,18,18,18]","[85,56,56,56,56]"
765,766,refried beans vegetarian,30,6,"dark red kidney beans,wild mushroom vegetarian quarter loaf,vegetarian brown gravy,garbanzo beans,traditional no fat refried beans","[731,711,790,703,766]","[20,13,15,15,,6]","[14,,5,59,59,30]"
766,767,fiber blend,116,1,"high fiber tomato basil soup,salted caramel lean protein fiber,flavor fiber banana walnut,mache blend,california blend","[,25,866,389,634,767]","[19,19,,4,,1,,1]","[,,3,,,3,123,116,116]"
767,768,nacho grain tortilla chips,100,21,"nacho white bean chips,tapatio salsa picante hot tortilla chips,restaurant style chia quinoa tortilla chips,blue corn sea salt tortilla chips,simply beyond black bean tortilla chips","[213,141,212,180,768]","[19,19,19,19,21]","[107,107,107,107,100]"
768,769,sliced american,21,16,"sliced kosher salami,sliced onion bagels,premium sliced bacon,american slices,2 yellow american","[836,907,516,,98,769]","[,3,12,16,16,16]","[,93,106,,21,,,2,,21]"
769,770,preference fade defying color shine system 9 5nb lightest natural blonde,22,11,"wild all natural spread,tri color tortilla strips,lasting color shampoo,red food color,natural food color packets","[539,,55,263,323,770]","[13,11,13,13,11]","[89,22,97,17,22]"
770,771,flavor pan popcorn,23,19,"brownie flavor protein,lemonade flavor drink,spicy jalapeno ranch popcorn,classic microwave popcorn,healthy pop popcorn","[763,822,764,,56,771]","[,7,19,19,19,19]","[90,23,23,23,23]"
771,772,deluxe white cheddar bacon macaroni dinner,4,9,"sharp cheddar,premium sliced bacon,elbow macaroni,spongebob shapes macaroni dinner,deluxe made 2 macaroni dinner","[907,648,592,326,772]","[12,,9,,9,,9,,9]","[106,131,,,4,,,4,,,4]"
772,773,double control small roach baits insecticide,87,17,"twist n loc small round containers lids,cat treats hair ball control,small medium dental dog treats,mini double ice bars,double berry cheesecake","[779,,21,997,672,773]","[,8,,8,,1,,1,17]","[41,40,37,37,87]"
773,774,100 wheat rigatoni,131,9,"wheat fig,wheat tortillas,100 wheat flour burrito tortillas,100 wheat pita bread,thin sliced 100 wheat bread","[,58,737,,83,566,774]","[3,3,3,3,9]","[128,128,128,112,131]"
774,775,dried cranberries,117,19,"banana tiny fruits freeze dried snacks,freeze dried edamame veggie snack,dried parsley flakes,dried sweetened cranberries,cranberry clusters dried cranberries","[508,884,248,549,775]","[19,13,19,19,19]","[,50,104,117,125,117]"
775,776,salad gummi candy,45,19,"italian pasta salad,kisses candy,arugula salad,just salad,candy original","[184,142,870,303,776]","[19,,4,19,19,19]","[,45,123,,50,,45,,45]"
776,777,teensy fruits baby snacks berry,92,18,"pear and baby breakfast,fun size snacks,rio berry,banana tiny fruits freeze dried snacks,island fruits snacks","[623,266,849,256,777]","[19,,7,18,19,18]","[45,64,92,50,92]"
777,778,all natural homestyle california lemon limeade,31,7,"pink moscato california,cabernet sauvignon california,mini homestyle waffles,california merlot,california blend","[598,162,837,634,778]","[5,1,5,1,7]","[,28,,52,,28,116,,31]"
778,779,cat treats hair ball control,41,8,"small medium dental dog treats,gourmet dog treats bone,rose apricot hair,cat food premium adult cat formula,meatballs dog treats","[302,871,848,236,779]","[,8,11,,8,,8,,8]","[40,22,41,40,41]"
779,780,breadstick,112,3,"creamline wild,eco pac kamut puffs cereal,creations four,peeled baby carrots,apricots","[,340,,341,,343,1000,,780]","[14,,9,,4,10,,3]","[121,,,9,123,,18,112]"
780,781,shredded mild cheddar,21,16,"mild salsa divino,cheddar curds,cheddar chex,sharp cheddar,colby jack mild cheddar combo pack","[641,955,121,352,781]","[16,19,16,16,16]","[,21,125,,21,,21,,21]"
781,782,85 lean 15 fat ground turkey 013021,49,12,"turkey chili,original turkey,plain fat,turkey,ground turkey chub","[176,953,287,118,782]","[20,16,20,,1,12]","[,96,120,,96,,34,,49]"
782,783,mega mag,47,11,"grassmilk,basil daly soap,apricots,mega shower foamer ultra cling trigger,everyday mega pack paper plates","[,333,1000,,798,,428,,783]","[11,10,17,17,11]","[,25,,18,114,111,,47]"
783,784,vegetable tray,83,4,"melanie medleys vegetable,vegetable pot pie,roasted vegetable soufflã,elmo vegetable soup,southwestern vegetable soup","[258,206,684,644,784]","[,1,,1,15,15,,4]","[38,38,69,69,83]"
784,785,get lost weight loss,94,7,"yahrzeit light memorial candle,creamline wild,eco pac kamut puffs cereal,disinfectant spray cherry blossom pomegranate scent,apricots","[,339,,340,,328,1000,,785]","[16,14,17,10,,7]","[120,121,101,,18,,94]"
785,786,thick gel toilet bowl cleaner,114,17,"fresh scent dishwasher cleaner,spinach quinoa powermeal bowl,white writing gel,automatic toilet bowl cleaner bleach blue rain clean scent pack,automatic toilet bowl cleaner bleach","[793,357,865,980,786]","[,4,13,17,17,17]","[123,,97,114,114,114]"
786,787,coconut lime lip balm,73,11,"key lime soda,clarified lime juice,coconut drink,lime sherbet,coconut","[609,670,344,920,787]","[13,16,,1,16,11]","[,17,,91,,37,120,,73]"
787,788,xxx acai pomegranate,64,7,"pomegranate molasses,lowfat pomegranate acai kefir probiotic cultured smoothie,strawberry pomegranate,strawberry pomegranate,pomegranate","[515,983,132,584,788]","[16,19,16,16,,7]","[120,,,3,120,120,,64]"
788,789,ultimate absorbency regular length,126,11,"toll house ultimate peanut deluxe cookie dough,ultimate omega 1000 mg lemon soft gels,radiant pantiliners regular wrapped unscented,cavity protection regular flavor toothpaste,unscented regular sleek tampons","[367,200,976,708,789]","[11,11,11,11,11]","[,47,126,,20,126,126]"
789,790,garbanzo beans,59,15,"country style baked beans,traditional no fat refried beans,kidney beans dark premium,dark red kidney beans,refried beans vegetarian","[703,643,429,766,790]","[15,,6,15,,6,15]","[59,30,59,30,59]"
790,791,creamy sugar powder coffee creamer,53,16,"sweet buttermilk powder,sugar cookies,coffee liqueur,iced coffee,arrowroot powder","[576,522,,69,506,791]","[19,,5,,7,,2,16]","[,61,124,,26,,,6,,53]"
791,792,pasteurized apple juice,98,7,"grade a pasteurized 2 milkfat lowfat cottage pineapple,apple green cups,apple sparkling juice beverage,all natural 100 apple juice,premium apple juice","[846,618,,82,935,792]","[17,,7,,7,,7,,7]","[111,,98,,98,,98,,98]"
792,793,spinach quinoa powermeal bowl,123,4,"penne rigate spinach,spinach feta pierogi,gluten quinoa three mushroom blend,thick gel toilet bowl cleaner,spinach pesto","[202,,19,786,813,793]","[,1,,9,17,,9,,4]","[,38,,63,114,,,9,123]"
793,794,pad thai rice noodles,66,6,"hot spicy flavor ramen noodles,wild rice blend,chow mein thin noodles,medium yellow thai curry,rice vinegar","[503,450,575,,95,794]","[10,,9,13,,6,,6]","[68,,4,72,66,66]"
794,795,fuel high protein shake,65,11,"hemp protein,honey protein,protein,protein shake banana creme,high protein light shake","[445,406,911,832,795]","[19,19,,7,11,11]","[,3,,3,64,65,65]"
795,796,reese's peanut cup creme oreo,61,19,"oreo cookies and frozen dairy dessert,protein shake banana creme,peanut chip,peanut bars,peanut cereal","[911,883,985,,34,796]","[,7,19,19,14,19]","[,64,,,3,,,3,121,,61]"
796,797,unstopables downy unstopables dreams wash scent booster fabric enhancer 13 2oz fabric enhancers,75,17,"lavender body wash,beach sage liquid fabric softener,mountain stream fabric softener,fabric softener geranium scent,fabric softener dryer sheet gentle 200ct fabric enhancers","[434,843,111,368,797]","[17,17,17,17,17]","[75,75,75,75,75]"
797,798,mega shower foamer ultra cling trigger,114,17,"daily shower cleaner ylang ylang,everyday mega pack paper plates,ultra filtered,ultra thin pastrami,mega mag","[428,877,403,783,798]","[17,16,20,11,17]","[111,,84,,96,,47,114]"
798,799,fresh cut specialties cut golden wax beans,81,15,"cut russet potatoes steam n' mash,quick cooking steel cut oats,thick cut italian 7 herb blend crispbreads,zita cut no 118,fresh cut golden sweet no salt added kernel corn","[697,841,139,,29,799]","[14,19,,9,15,15]","[130,,78,131,,81,,81]"
799,800,classic caraway kraut,110,13,"single classic canned meat,chunky classic noodle soup,classic microwave popcorn,classic original hummus,classic coke","[928,764,544,649,800]","[15,19,20,,7,13]","[,69,,23,,67,,77,110]"
800,801,advanced care skin renew anti perspirant deodorant,80,11,"gentle clean foaming face cleanser 6 7 fl oz female skin care,anti diarrheal caplets,satin care sensitive skin shave gel,phoenix anti perspirant deodorant stick twin pack,revive anti perspirant deodorant","[146,632,393,316,801]","[11,11,11,11,11]","[70,55,80,80,80]"
801,802,super berry juice,31,7,"super slimming herbal,super dry beer,rio berry,super enzymes,green berry rush juice drink","[379,266,390,639,802]","[,5,,7,11,,7,,7]","[27,64,47,98,31]"
802,803,heirloom boysenberries,116,1,"creamline wild,eco pac kamut puffs cereal,disinfectant spray cherry blossom pomegranate scent,apricots,spicy heirloom marinara","[,340,,328,1000,,284,,803]","[14,17,10,,9,,1]","[121,101,,18,,,9,116]"
803,804,ratatouille,100,21,"yahrzeit light memorial candle,creamline wild,eco pac kamut puffs cereal,green peas petite,apricots","[,339,,340,,327,1000,,804]","[16,14,,1,10,21]","[120,121,116,,18,100]"
804,805,vitamin d3 1000 i u vegetable capsules,47,11,"pink vitamin c 1000 mg pink lemonade drink,vitamin c 1000 mg tropical drink dietary supplement,vitamin c formula 1000 mg vegetarian tablets,calcium magnesium citrate plus vitamin d3 natural mixed berry flavor,vitamin d3 cholecalciferol softgels","[366,715,909,951,805]","[11,11,11,11,11]","[47,47,47,47,47]"
805,806,100 cranberry juice blend,98,7,"california blend,100 juice no sugar added punch,crushed pineapple 100 juice,all natural 100 apple juice,vegetable greens greens juice blend","[289,986,,82,253,806]","[,7,15,,7,,7,,7]","[98,99,98,31,98]"
806,807,for marinade,5,13,"lemon gingersnap,chilpotles adobo,apricots,creamy italian dressing marinade,bbq concentrate marinade","[,330,1000,,315,,553,,807]","[,6,10,13,13,13]","[30,18,89,,5,,5]"
807,808,wild raspberry hibiscus caffiene herbal bags,94,7,"sparkling raspberry seltzer,brambleberry herbal,chai bags,snack bags,superflower hibiscus caffeine bags","[237,281,274,447,808]","[,7,,7,17,,7,,7]","[94,94,87,94,94]"
808,809,bolani pumpkin filled flatbread,13,20,"grassmilk,basil daly soap,town house sea salt olive oil flatbread crisps,coco joe pumpkin seeds,pumpkin muffin","[333,683,840,,50,809]","[11,19,19,13,20]","[,25,,78,117,105,,13]"
809,810,honey mustard,72,13,"honey glazed carrots,honey greek,honey protein,deli spicy brown mustard,honey mustard","[459,445,977,254,810]","[16,19,13,13,13]","[120,,,3,,72,,72,,72]"
810,811,decorating cookie icing,97,13,"nutter cookie bites go pak,cookie dough performance energy,mint cookie crunch nutrition,gluten sugar cookie,cookie sheets","[183,205,847,604,811]","[19,19,13,17,13]","[,,3,,,3,105,,10,,97]"
811,812,healthy grains oats honey clusters toasted coconut gluten,57,14,"bread healthy grain,best grains honey crunch oat bread,protein blend honey oats seeds cereal,gluten cereal coconut maple,coconut","[317,510,211,920,812]","[,3,14,14,16,14]","[112,121,130,120,,57]"
812,813,spinach pesto,9,9,"spinach quinoa powermeal bowl,spinach basil garlic linguini,penne rigate spinach,spinach feta pierogi,thin crust pepperoni pesto pizza","[,76,179,202,992,813]","[9,9,1,1,9]","[,12,131,,38,,79,,,9]"
813,814,trix cotton candy,120,16,"minis candy bars,snack size candy,dark peanut candy,kisses candy,candy original","[630,901,184,303,814]","[19,19,19,19,16]","[,45,,45,,45,,45,120]"
814,815,orange flavored sports drink,64,7,"scooby doo flavored snacks,orange turmeric juice,lemonade flavor drink,mint flavored syrup,coconut drink","[488,763,,16,670,815]","[,7,,7,19,16,,7]","[,31,,90,103,,91,,64]"
815,816,calcium lime rust remover,114,17,"key lime moisture shave,laundry soil stain remover,key lime soda,clarified lime juice,lime sherbet","[416,257,609,344,816]","[17,,7,13,,1,17]","[,75,,77,,17,,37,114]"
816,817,3rd foods noodle dinner,92,18,"deluxe made 2 macaroni dinner,chunky classic noodle soup,autumn vegetable turkey dinner lil' bits purees dinner,noodle soup broth,2nd foods bananas","[928,,64,,37,426,817]","[15,18,15,18,18]","[69,92,69,92,92]"
817,818,micro craft beer,27,5,"clamato chelada beer,diet root beer,super dry beer,beer ipa,lite beer","[277,379,736,470,818]","[7,5,5,5,5]","[77,27,27,27,27]"
818,819,totality multi symptom relief,44,11,"fresh multi purpose contact lens solution,lemon fresh multi surface cleaner,nasaflo neti pot sinus relief premixed,ice bars multi pack,day and night multi symptom and severe cold cough pain reliever fever reducer","[732,603,130,361,819]","[17,11,,1,11,11]","[114,,11,,37,,11,,44]"
819,820,squeeze,88,13,"eco pac kamut puffs cereal,creations four,grassmilk,apricots,yokids squeeze blue","[,341,,329,1000,,895,,820]","[,9,16,10,16,13]","[,,9,,84,,18,120,,88]"
820,821,cranberry urinary tract health,126,11,"pomegranate cranberry aloe vera enrich drink,complete health deboned meal and rice cat food,cranberry clusters dried cranberries,antioxidant cranberry body wash,100 cranberry juice blend","[342,549,441,806,821]","[,8,19,11,,7,11]","[,41,125,,25,,98,126]"
821,822,spicy jalapeno ranch popcorn,23,19,"classic microwave popcorn,healthy pop popcorn,flavor pan popcorn,ranch veggie dip,gluten boom chicka pop sweet spicy popcorn","[,56,771,147,726,822]","[19,19,20,19,19]","[23,23,67,23,23]"
822,823,refreshing ocean breeze body wash,127,11,"for men odor armor body wash,antioxidant cranberry body wash,moisturizing lavender body wash,breeze,lavender body wash","[441,878,432,474,823]","[11,11,16,11,11]","[,25,,25,,91,,25,127]"
823,824,flourless truffle cake,8,3,"marble cake slice,fudge layer cake,frozen all pound cake,6 carrot cake,pound cake cake","[,12,358,218,362,824]","[,1,,1,,3,13,,3]","[119,119,,,8,105,,,8]"
824,825,cleanser for normal to dry skin,109,11,"dry pasta lasagne,dry roasted pistachios,super dry beer,essentials foaming facial cleanser,gentle clean foaming face cleanser 6 7 fl oz female skin care","[304,379,529,482,825]","[19,,5,11,11,11]","[117,,27,,73,,73,109]"
825,826,original no stick cooking spray,19,13,"original puffcorn,candy original,original turkey,rescue remedy spray,sweet cooking rice seasoning","[303,176,203,,70,826]","[19,20,11,,6,13]","[45,96,11,66,19]"
826,827,albacore chunk white tuna water,95,15,"white writing gel,pompelmo water,white chili,white lavender probiotic kefir water no 2,wild albacore tuna no salt added","[491,448,892,,79,827]","[21,15,,7,15,15]","[100,,59,,94,,95,,95]"
827,828,euro sponge cloths,114,17,"soap pure castile 18 1 hemp lavender,sweeper open window fresh scent wet mopping cloths refill,econet recycled bath sponge,sponge blossoms,sponge mop","[717,229,674,268,828]","[17,11,17,17,17]","[114,109,114,114,114]"
828,829,compleats good mornings bacon breakfast scramble,4,9,"deluxe white cheddar bacon macaroni dinner,chinese breakfast black,pear and baby breakfast,good clean gentle acne wash,premium sliced bacon","[233,493,525,907,829]","[,7,18,11,12,,9]","[,94,,92,109,106,,,4]"
829,830,skinny wheat buns,112,3,"wheat spanakopita,wheat loaves,wheat elbows,wheat fig,wheat tortillas","[666,283,457,,58,830]","[,3,,9,14,,3,,3]","[112,131,,48,128,112]"
830,831,all natural premium cornish hen,34,1,"wild all natural spread,premium deli hard salami,kidney beans dark premium,premium sliced bacon,premium apple juice","[757,643,907,935,831]","[20,,6,12,,7,,1]","[,96,,30,106,,98,,34]"
831,832,high protein light shake,65,11,"light string,light strawberry,protein shake banana creme,protein,fuel high protein shake","[,,9,911,406,795,832]","[16,,7,19,11,11]","[120,,64,,,3,,65,,65]"
832,833,hearts assortment,45,19,"creamline wild,eco pac kamut puffs cereal,grassmilk,apricots,all time great's candy assortment","[,340,,329,1000,,917,,833]","[14,16,10,19,19]","[121,,84,,18,,45,,45]"
833,834,single classic canned meat,59,15,"classic microwave popcorn,classic original hummus,camilia single liquid doses,liver patã canned cat food,classic coke","[544,,86,668,649,834]","[20,,2,,8,,7,15]","[67,,6,41,77,59]"
834,835,lemon verbena soap,25,11,"geranium daily soap,lemon gingersnap,chamomile lemon,3 1 soap for every man cucumber lemon,automatic dish packs lemon verbena scent","[331,,97,152,667,835]","[19,,7,11,17,11]","[61,94,25,75,25]"
835,836,sliced onion bagels,93,3,"raisin cinnamon bagels 5 count,chips onion chipotle garlic,poppy seed bagels,sliced american,mini pre sliced bagels","[140,245,769,934,836]","[19,,3,16,,3,,3]","[107,,93,,21,,93,,93]"
836,837,california merlot,28,5,"pinot grigio california 2010,pink moscato california,cabernet sauvignon california,washington state merlot,california blend","[713,598,580,634,837]","[2,5,5,1,5]","[,,6,,28,,28,116,,28]"
837,838,goat spreadable breakfast fig,51,13,"pear and baby breakfast,garlic herb fresh goat,plain greek goat,raspberry fig bars,wheat fig","[421,484,332,457,838]","[16,16,19,14,13]","[,21,120,,,3,,48,,51]"
838,839,glass bottles,77,7,"kombucha,apricots,easy grab 9 x13 oblong glass bakeware,glass storage container green silicone protection,diet dr pepper bottles","[1000,,105,,265,,695,,839]","[10,17,17,,7,,7]","[18,10,85,77,77]"
839,840,coco joe pumpkin seeds,117,19,"bolani pumpkin filled flatbread,healthfull nuts seeds bread,pumpkin muffin,sloppy joe,sloppy joe","[189,,50,201,454,840]","[,3,13,,1,13,19]","[112,105,,38,,51,117]"
840,841,thick cut italian 7 herb blend crispbreads,78,19,"fiber blend,california blend,fresh cut specialties cut golden wax beans,onion herb salt seasoning blend,italian herb porcini mushrooms sausage","[634,799,908,,35,841]","[,1,15,13,12,19]","[116,,81,104,106,,78]"
841,842,sugar juicy red drink,90,7,"punch juice drink,lemonade flavor drink,red roses,sugar cookies,coconut drink","[763,573,576,670,842]","[,7,17,19,16,,7]","[90,87,61,91,90]"
842,843,mountain stream fabric softener,75,17,"fabric refresher meadows rain air freshener 1 count 27 oz air care,unstopables downy unstopables dreams wash scent booster fabric enhancer 13 2oz fabric enhancers,fabric softener dryer sheet gentle 200ct fabric enhancers,beach sage liquid fabric softener,fabric softener geranium scent","[797,368,434,111,843]","[17,17,17,17,17]","[75,75,75,75,75]"
843,844,polska kielbasa,106,12,"creamline wild,eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,grassmilk","[340,341,342,329,844]","[14,,9,,8,16,12]","[121,,,9,,41,,84,106]"
844,845,nyquil severe cold flu,11,11,"cold remedy quick dissolve tablets cherry flavor,cold cough formula effervescent tablets citrus,cold brew coffee tahitian,16 oz cold cups,day and night multi symptom and severe cold cough pain reliever fever reducer","[914,197,415,361,845]","[11,,7,17,11,11]","[,11,,26,111,,11,,11]"
845,846,apple green cups,111,17,"16 oz cold cups,pasteurized apple juice,plastic measuring cups,premium apple juice,sun cups dark","[792,473,935,124,846]","[,7,17,,7,19,17]","[,98,,10,,98,,45,111]"
846,847,gluten sugar cookie,105,13,"decorating cookie icing,gluten muffin,sugar cookies,cookie sheets,gluten sugar cones","[235,576,604,903,847]","[13,19,17,19,13]","[105,,61,,10,103,105]"
847,848,cat food premium adult cat formula,41,8,"liver patã canned cat food,proactive health mature adult hairball care cat food,sliced entree cat food,salmon and tuna formula dry cat food,brown rice formula cat food","[501,442,970,597,848]","[8,8,8,8,8]","[41,41,41,41,41]"
848,849,banana tiny fruits freeze dried snacks,92,18,"dried cranberries,banana chip,teensy fruits baby snacks berry,island fruits snacks,freeze dried edamame veggie snack","[602,777,256,508,849]","[,1,18,19,19,18]","[52,92,50,50,92]"
849,850,crunchy soft taco dinner kit,30,6,"blakes parmesan dinner,vegetable salad kit sweet kale,deluxe made 2 macaroni dinner,autumn vegetable turkey dinner lil' bits purees dinner,taco reduced sodium seasoning","[347,326,,64,243,850]","[,4,,9,18,13,,6]","[123,,,4,,92,,,5,,30]"
850,851,chile con queso potato crisps,107,19,"fava crisps santa barbara ranch,yukon gold potato bag,garnet sweet potato yam,green chile anytime,fingerling potato","[391,581,,,5,882,851]","[,4,,4,13,,4,19]","[,83,,83,,,5,,83,107]"
851,852,light string,21,16,"high protein light shake,light and fluffy pancake,100 natural string mozzarella,light strawberry,string mozzarella","[565,505,,,9,217,852]","[14,16,16,16,16]","[130,,21,120,108,,21]"
852,853,crunchy granola bars variety pack,48,14,"ice bars multi pack,peppermint banana split variety pack frozen dairy dessert cones,tasty treasures cat food variety pack,gluten peanut berry chewy a crunch granola bars,gluten oatmeal variety pack","[313,528,594,216,853]","[,1,,8,19,14,14]","[,37,,41,,,3,130,,48]"
853,854,traditional red miso,66,6,"hacho miso aged fermented soybeans,traditional tuscany soup,red roses,traditional water crackers,traditional tartar","[718,573,145,562,854]","[15,17,19,21,,6]","[,69,,87,,78,100,,66]"
854,855,clamato chelada beer,27,5,"micro craft beer,diet root beer,super dry beer,beer ipa,lite beer","[277,379,736,470,855]","[7,5,5,5,5]","[77,27,27,27,27]"
855,856,asiago bread,21,16,"injera flat bread,sprouted barley bread,bread healthy grain,oatnut bread,sunflower bread","[108,101,889,346,856]","[,3,,3,,3,,3,16]","[112,112,112,112,,21]"
856,857,grilled asparagus,123,4,"creamline wild,eco pac kamut puffs cereal,creations four,apricots,artihearts fresh grilled artichokes","[,340,,341,1000,,863,,857]","[14,,9,10,,4,,4]","[121,,,9,,18,123,123]"
